Customer_Income,First_Buy_Data,Last_Buy_Data,Average_Buy_Amount,Frequency_Level,Buy_Amount_Grade,Special_Buyer,Last_Buy_Amount,Buy_Amount_Average,Class
4,9311,9406,0.08,1,F,0,20,15,0
5,9401,9412,0.17,3,F,0,12,11,0
7,8512,9501,0.17,1,E,0,10,11.25,0
4,8909,9412,0.07,1,G,0,37,30.5,0
2,9402,9412,0.12,2,F,0,15,15,0
3,9503,9503,0.11,1,F,0,15,15,0
5,9503,9503,0.08,1,F,0,20,20,0
3,8901,9412,0.43,3,D,X,3,4.38,0
4,8703,9502,0.25,3,F,X,15,10.65,0
1,8607,9410,0.2,1,F,X,20,14.68,0
0,9401,9501,0.06,1,G,0,150,117.66,0
1,9110,9412,0.14,1,F,0,16,10.16,0
3,8609,9412,0.35,1,F,X,18,10.17,0
4,8511,9412,0.18,2,E,X,10,8.78,0
7,9402,9501,0.09,1,F,0,15,15,0
0,9409,9409,0.07,1,F,0,15,15,0
0,9201,9501,0.1,1,F,0,15,10,0
5,9309,9412,0.29,4,F,X,10,16.42,0
0,9210,9412,0.35,4,G,X,20,16.4,0
4,8508,9411,0.3,3,E,X,12,9.08,0
7,8704,9511,0.33,2,E,X,10,5.8,0
3,9112,9406,0.21,1,G,X,50,21,0
5,8605,9501,0.27,3,G,X,50,39,0
6,9209,9502,0.15,3,E,X,5,7.4,0
5,9410,9502,0.1,2,F,0,16,13,0
5,9410,9410,0.06,1,F,0,20,20,0
1,9105,9404,0.08,1,F,0,20,11.5,0
4,8604,9502,0.23,3,D,X,7,3.8,1
5,9310,9408,0.1,1,F,0,15,12.33,0
5,8701,9503,0.24,4,E,X,10,4.64,0
3,8512,9502,0.37,2,G,X,25,4.96,0
1,8511,9412,0.47,3,E,X,10,6.13,0
4,9110,9412,0.1,2,F,0,17,11.5,0
0,8510,9411,0.5,2,F,X,20,5.41,0
0,9002,9501,0.18,2,F,X,15,10.1,0
3,9309,9404,0.08,1,F,0,20,12.5,0
1,8701,9501,0.19,3,E,X,11,7.92,0
4,9403,9502,0.17,3,E,X,10,8,0
1,9003,9411,0.09,1,F,X,15,10.8,0
1,8701,9409,0.18,1,F,X,21,15.42,0
2,9406,9407,0.08,2,G,0,25,17.5,0
4,9310,9412,0.2,4,E,0,10,7.33,0
2,9003,9411,0.17,2,F,X,15,9.3,0
0,9101,9412,0.11,1,F,0,20,12,0
5,9103,9404,0.11,1,F,0,15,12.2,0
7,9401,9411,0.12,2,F,0,20,20,0
1,9306,9410,0.28,4,F,X,10,18.4,0
3,8605,9406,0.22,1,E,X,12,8.73,0
3,8702,9409,0.12,1,F,0,17,12,0
7,9409,9409,0.07,1,F,0,15,15,0
7,8701,9409,0.16,3,F,X,20,8.27,0
0,8508,9501,0.51,4,D,X,6,3.13,1
7,9406,9503,0.13,2,G,0,25,22.5,0
4,8512,9412,0.16,1,G,X,50,26.53,0
3,9109,9412,0.21,3,E,X,5,5.4,0
3,8703,9502,0.2,3,F,0,14,12.28,0
5,8704,9406,0.27,1,G,X,55,20.7,0
5,9101,9412,0.08,1,F,0,20,13.75,0
7,9010,9412,0.11,2,F,0,20,10.4,0
7,9301,9405,0.1,1,F,0,15,9.33,0
0,9209,9407,0.11,1,F,0,20,13.75,0
6,9401,9411,0.15,2,F,0,15,12.25,0
1,9201,9503,0.21,4,E,0,5,5,1
0,8509,9503,0.41,4,D,X,4,3.83,0
0,8709,9411,0.11,1,F,0,20,11.16,0
6,9301,9503,0.2,4,E,X,10,7,0
0,9409,9409,0.06,1,F,0,20,20,0
6,8701,9412,0.21,4,E,X,10,8.81,0
4,9301,9404,0.07,1,F,0,20,15,0
0,9501,9503,0.11,2,G,0,20,22.5,1
4,9109,9502,0.13,1,G,X,25,16,0
0,9406,9412,0.09,2,G,0,25,22.5,0
5,9010,9409,0.13,1,F,0,15,11.14,0
6,9202,9503,0.27,4,E,X,10,8.16,0
3,9503,9503,0.08,1,G,0,40,40,0
5,9410,9410,0.06,1,G,0,25,25,0
0,9011,9408,0.08,1,F,0,18,13.33,0
5,9409,9501,0.13,3,G,0,25,21.66,0
6,8902,9410,0.1,1,G,0,35,16.66,0
4,8509,9503,0.31,4,E,X,9,7.95,0
1,9103,9411,0.17,1,F,X,15,7.25,0
7,9009,9411,0.15,3,E,0,10,7.14,0
5,8701,9502,0.11,1,G,X,25,15.75,1
6,9409,9409,0.07,1,F,0,20,20,0
7,9412,9412,0.08,1,F,0,20,20,0
0,9103,9406,0.09,1,F,0,15,11.25,0
5,9403,9501,0.12,2,G,X,5,13.66,0
5,8711,9412,0.12,1,F,0,20,17.5,0
1,9011,9404,0.11,1,F,0,15,14.2,0
0,9312,9404,0.09,1,F,0,15,12.5,1
5,9009,9503,0.13,3,E,X,12,9.28,0
2,9102,9412,0.22,2,G,X,30,20.92,0
2,8904,9411,0.29,4,D,X,5,6.11,0
2,9410,9501,0.16,3,E,0,11,7,0
1,9409,9502,0.14,3,F,0,20,15.33,0
4,8801,9412,0.31,3,E,X,12,8.27,0
7,8710,9405,0.14,1,G,0,30,12.3,0
2,8512,9412,0.19,1,G,X,25,12.66,0
5,8905,9410,0.08,1,F,0,20,13.6,0
0,9210,9405,0.4,2,E,X,10,7.62,0
5,8810,9412,0.54,3,E,0,5,9.86,0
0,8606,9411,0.13,1,F,X,20,10.22,0
3,9210,9502,0.25,4,D,X,5,4.75,0
3,9310,9405,0.11,1,F,0,20,15.33,0
4,9001,9405,0.22,2,E,X,9,7.83,0
5,8811,9412,0.31,4,F,X,10,9.85,0
5,9210,9412,0.25,3,E,X,10,6.8,0
4,8709,9412,0.25,1,G,X,25,13,0
1,9409,9409,0.08,1,F,0,15,15,0
5,8701,9406,0.14,1,G,0,25,15,0
5,9311,9404,0.08,1,G,0,25,17.5,0
0,9411,9411,0.06,1,F,0,20,20,0
5,8802,9504,0.21,1,F,X,7,9.43,1
7,9012,9511,0.12,2,G,X,25,29.37,0
1,8904,9411,0.27,2,E,X,10,9.57,0
5,8709,9411,0.26,2,E,X,9,4.94,0
0,8508,9406,0.23,1,E,X,10,8.18,0
0,8601,9503,0.2,2,G,X,25,8.57,0
0,9204,9503,0.12,2,G,0,25,16,0
4,8802,9410,0.09,1,F,0,15,9.8,0
4,8709,9412,0.14,1,F,0,20,16.66,0
2,9009,9404,0.2,1,F,X,16,12.63,0
0,9407,9409,0.09,2,F,0,15,12.5,1
7,9501,9501,0.07,1,F,0,15,15,0
5,9502,9502,0.07,1,G,0,25,25,1
5,8509,9602,0.55,3,F,X,15,9.82,0
2,9209,9412,0.12,2,F,0,15,10,0
5,9307,9411,0.1,1,F,0,15,11.5,0
5,9002,9409,0.09,1,F,0,20,12.2,0
3,8909,9501,0.26,4,D,X,7,7.42,0
0,8512,9412,0.17,2,F,X,15,11.7,0
5,9309,9412,0.17,3,G,0,25,10.8,0
6,9402,9501,0.12,2,F,0,20,15,0
4,8901,9404,0.12,1,F,0,20,9.5,0
0,9302,9502,0.23,4,D,X,5,5,0
5,9409,9409,0.05,1,G,0,25,25,0
6,9110,9412,0.2,3,E,0,5,5.77,1
1,9501,9503,0.15,2,F,0,6,10.5,0
3,9405,9501,0.12,3,E,0,10,6.66,1
3,8901,9409,0.19,2,E,X,14,8.63,0
5,9211,9412,0.15,1,F,X,20,16.66,0
3,8601,9501,0.4,4,D,X,4,4.85,0
6,9409,9409,0.07,1,F,0,20,20,0
0,8602,9412,0.2,2,F,X,13,6,0
0,9010,9404,0.23,1,F,X,15,5.3,0
7,9406,9406,0.05,1,G,0,25,25,1
0,9201,9502,0.14,3,E,0,10,8.16,0
5,9111,9501,0.1,2,G,0,30,16.5,0
5,9109,9404,0.08,1,G,0,25,18.33,0
0,9406,9411,0.07,2,F,0,10,16.66,0
5,9103,9404,0.17,1,F,X,15,11.33,0
0,9210,9412,0.2,4,E,X,10,10.12,0
4,9406,9502,0.13,3,E,X,7,7.66,0
3,8508,9502,0.38,4,F,X,10,11.85,0
2,9310,9409,0.12,2,F,0,20,11.66,0
3,9110,9503,0.32,4,F,X,20,9.23,0
2,9210,9501,0.18,3,E,0,12,8.71,0
1,8603,9412,0.16,4,F,0,6,10.9,0
5,8904,9410,0.13,2,F,0,17,18.25,0
0,9409,9409,0.05,1,G,0,40,40,0
2,8512,9502,0.33,3,D,X,5,4.69,0
4,9307,9501,0.18,4,D,0,7,4.6,0
4,9501,9501,0.06,1,F,0,20,20,0
2,8603,9404,0.26,1,F,X,15,11.47,0
7,9309,9408,0.08,1,F,0,20,15,0
7,8509,9501,0.21,2,F,X,19,10.8,0
4,9302,9412,0.1,2,F,0,15,10.33,0
4,8512,9406,0.15,1,G,X,25,21.54,0
4,9011,9501,0.31,4,F,X,10,15.11,0
4,9301,9409,0.2,3,E,0,9,7.85,0
2,8809,9503,0.19,4,F,X,15,13.23,0
4,9309,9503,0.31,4,D,X,5,5,0
0,9103,9411,0.2,3,E,X,5,3.75,0
5,8709,9411,0.15,1,E,X,14,14.9,0
0,8509,9501,0.36,4,D,X,9,6.72,0
2,9202,9410,0.13,1,F,0,15,6.6,0
4,9302,9503,0.12,3,F,0,15,11.5,0
3,9312,9509,0.14,3,F,0,10,10.83,0
4,8703,9408,0.13,1,G,X,25,9.77,0
1,9201,9412,0.07,1,F,0,20,15,0
0,9001,9404,0.21,1,G,X,34,15.75,0
1,8511,9503,0.25,4,D,X,5,2.87,0
5,9001,9412,0.11,1,F,0,20,14.16,0
2,8909,9511,0.14,2,F,X,15,18.3,1
7,9401,9503,0.16,3,F,X,20,20,0
0,9302,9501,0.19,4,D,X,8,6.85,0
0,9412,9412,0.07,1,G,0,30,30,0
4,8605,9503,0.32,4,D,X,5,5.04,0
1,9311,9409,0.16,3,E,0,11,11,0
5,9102,9503,0.12,1,F,0,20,13.66,0
7,9502,9502,0.07,1,F,0,15,15,0
2,9301,9412,0.1,1,F,0,16,12.66,0
5,9104,9503,0.25,4,E,X,11,8.21,1
3,9004,9406,0.2,1,F,X,15,7.72,0
7,9301,9411,0.3,4,D,X,7,7.2,0
0,8912,9512,0.12,1,F,0,14,10.55,0
0,9003,9405,0.25,1,E,X,12,8.66,0
5,8811,9503,0.15,1,F,X,20,9.88,0
0,9010,9409,0.19,1,F,X,15,14.45,0
4,9002,9411,0.17,2,E,0,10,9.55,0
0,9301,9410,0.1,1,F,0,18,14,0
1,8809,9503,0.24,2,F,X,18,16.85,0
0,9003,9501,0.23,2,E,0,12,10,0
4,9411,9411,0.08,1,F,0,15,15,0
0,8705,9410,0.1,1,F,0,15,17.5,0
0,8508,9501,0.22,2,E,X,14,8.75,0
6,9011,9501,0.15,1,G,0,60,20.62,0
0,8710,9503,0.51,4,D,X,4,4.33,0
0,8607,9501,0.31,4,D,X,5,4.66,0
0,9009,9412,0.12,1,G,0,25,13.66,0
7,9501,9501,0.07,1,G,0,25,25,0
1,8604,9510,0.18,2,G,X,15,20.88,0
0,9009,9409,0.09,1,F,0,15,16,0
1,8702,9411,0.23,3,E,0,5,8.15,0
7,8603,9410,0.18,1,F,X,20,12.28,0
0,9401,9503,0.19,3,E,X,10,10.4,0
0,9407,9407,0.05,1,F,0,20,20,0
2,9101,9503,0.22,3,D,0,8,7.09,0
4,9102,9502,0.13,3,F,X,15,11,0
5,9202,9405,0.08,1,G,0,25,40,0
5,8609,9408,0.16,1,F,X,20,17,0
0,9005,9404,0.22,1,G,X,30,20,0
0,9210,9405,0.14,1,G,X,30,15.4,0
5,9011,9406,0.11,1,F,0,20,8.8,0
2,9501,9501,0.07,1,G,0,25,25,0
2,8508,9404,0.42,1,E,X,14,9.66,0
5,8610,9412,0.17,1,E,X,12,8.66,0
3,9101,9412,0.11,2,F,0,15,9.4,0
2,8601,9411,0.17,1,G,X,27,17.63,0
6,9103,9404,0.13,1,F,0,15,10.5,0
0,8709,9503,0.69,4,F,X,13,11.38,0
5,8804,9409,0.23,1,E,X,10,9.18,0
6,9412,9412,0.08,1,F,0,20,20,0
3,9311,9412,0.16,3,E,0,10,10,0
4,9502,9502,0.07,1,F,0,20,20,0
2,9502,9502,0.07,1,F,0,15,15,0
2,9409,9501,0.1,2,F,0,15,15,0
5,8901,9406,0.16,1,F,0,20,7.88,0
1,8512,9502,0.24,2,E,X,10,6.11,0
4,8805,9412,0.23,1,F,X,20,10.12,0
1,8509,9501,0.46,4,D,X,5,3.81,1
0,8901,9412,0.16,1,F,X,20,8.75,0
3,9401,9502,0.19,4,E,X,11,9.4,0
7,8610,9412,0.38,2,F,X,20,9.26,0
2,9102,9412,0.17,2,G,X,30,24,0
3,8904,9505,0.16,2,F,X,15,13.46,0
0,9409,9409,0.06,1,G,0,25,25,0
0,9404,9501,0.14,3,E,0,10,10,0
0,9103,9405,0.07,1,G,0,40,30.5,0
1,9409,9409,0.06,1,F,0,20,20,0
0,9401,9503,0.11,2,F,X,16,13.33,0
6,9010,9412,0.21,2,F,X,22,13.75,0
6,9003,9409,0.27,2,F,X,18,19.5,0
4,9011,9502,0.12,2,F,0,20,17.14,0
3,9101,9502,0.25,2,F,X,15,10.88,0
0,8702,9404,0.3,1,E,X,11,9.15,0
3,9502,9503,0.13,2,F,0,10,15,0
6,8701,9406,0.16,1,F,X,15,17.7,0
5,9210,9411,0.27,3,E,X,7,6.2,0
0,9407,9501,0.1,2,G,0,25,22.5,0
1,8705,9502,0.3,1,E,X,10,5.75,0
4,9401,9501,0.08,1,G,0,30,27.5,0
2,9301,9411,0.08,1,F,0,20,18.33,0
1,8701,9412,0.22,1,E,X,11,9.2,0
7,9109,9501,0.42,4,E,X,9,6.45,0
4,8605,9408,0.36,2,F,X,16,8.42,0
3,9102,9502,0.12,3,E,0,10,6.4,0
7,9009,9510,0.17,3,E,0,10,9.15,0
2,8611,9404,0.11,1,G,0,25,16,0
3,9407,9407,0.06,1,F,0,15,15,0
6,8509,9501,0.22,2,E,X,10,7.93,0
4,8909,9409,0.17,3,E,X,10,7.44,0
0,8512,9411,0.11,1,F,X,20,11.14,1
6,8812,9403,0.11,1,F,X,18,26.28,0
0,9411,9411,0.07,1,F,0,20,20,0
0,8704,9412,0.16,1,G,X,35,25.38,0
3,8812,9505,0.22,3,G,0,15,19.63,0
0,9303,9408,0.23,4,D,0,6,4.33,0
0,9407,9407,0.05,1,G,0,25,25,0
2,9109,9411,0.14,3,E,X,5,9.16,0
7,9502,9502,0.06,1,F,0,20,20,0
4,8809,9405,0.12,1,F,0,16,13.57,0
2,9301,9512,0.19,4,D,0,10,10.09,0
0,8910,9412,0.16,1,F,X,15,11,0
3,9003,9407,0.07,1,G,0,25,16.25,0
6,8711,9602,0.25,3,D,X,10,7.78,0
4,9401,9409,0.16,2,F,X,14,12.5,0
2,8709,9602,0.25,3,G,X,15,12.83,0
4,9111,9408,0.16,2,G,0,40,27.25,1
6,9012,9411,0.11,1,F,X,20,15.5,0
0,9201,9502,0.24,4,D,X,5,5.87,0
2,9402,9503,0.25,4,D,X,6,4.66,0
0,8509,9406,0.41,3,D,X,5,4.97,0
7,9301,9502,0.13,3,F,0,10,12.8,0
4,9403,9409,0.09,1,F,0,16,13,0
0,8901,9411,0.3,3,E,X,13,9.95,0
7,8512,9411,0.25,1,E,X,10,11.66,0
7,9311,9411,0.08,1,G,0,25,25,0
1,8901,9501,0.44,4,E,X,5,4.46,0
2,9001,9412,0.22,3,E,X,14,8.69,0
3,8508,9501,0.23,2,E,X,10,5.83,0
3,9201,9501,0.2,4,D,X,5,6.25,0
1,9110,9503,0.08,1,F,0,15,13.75,0
0,9402,9503,0.16,3,E,0,10,7.5,0
7,9009,9412,0.23,3,F,X,15,5.54,0
5,8710,9503,0.25,1,E,X,10,5.82,0
2,9001,9502,0.14,1,F,X,16,10.62,0
5,9404,9404,0.05,1,G,0,25,25,0
3,9109,9501,0.28,4,E,X,12,7.64,0
3,8710,9410,0.28,2,E,X,10,6.19,0
5,8710,9411,0.14,1,F,X,15,11,0
7,9110,9502,0.19,4,G,X,25,23.1,0
7,9409,9501,0.17,3,E,0,10,8.33,0
6,9009,9409,0.33,1,E,X,11,10.38,0
2,8607,9501,0.22,1,E,X,10,8.35,0
6,8802,9407,0.1,1,F,X,20,10,0
2,9303,9502,0.2,4,E,X,7,6.85,1
0,9110,9412,0.1,1,G,0,35,25.4,1
5,9502,9602,0.2,2,G,X,25,25,1
4,9502,9502,0.07,1,F,0,23,23,0
0,8508,9503,0.62,4,F,X,17,14.39,0
3,9503,9503,0.08,1,F,0,23,23,0
4,8606,9503,0.26,1,F,X,15,10.71,0
0,9308,9406,0.08,1,F,0,16,13,0
3,8510,9412,0.28,3,E,X,10,7.22,0
4,9409,9501,0.14,2,F,0,15,12.5,0
6,9111,9404,0.08,1,F,0,15,10,0
0,8508,9601,0.3,1,E,X,10,5.04,0
0,9102,9501,0.1,2,F,0,20,15,0
0,9403,9501,0.12,1,F,0,20,12.5,0
6,9202,9411,0.1,1,G,0,25,13.75,0
0,8512,9412,0.34,3,D,X,5,3.25,0
3,8601,9412,0.14,2,F,X,10,13.33,0
1,8508,9406,0.18,1,F,X,15,8.15,0
6,9209,9503,0.55,4,E,X,8,7.14,0
1,9402,9503,0.19,4,E,0,13,12.4,0
2,8605,9506,0.31,3,D,X,3,4.51,0
0,8601,9404,0.33,1,E,X,10,7.24,0
0,9201,9412,0.27,4,F,X,15,13.69,0
3,9301,9412,0.1,2,F,0,20,11.66,0
5,8701,9405,0.25,1,G,X,25,11.7,0
2,9201,9407,0.09,1,G,0,25,20.25,0
5,8701,9501,0.12,1,F,0,20,8.66,0
2,9010,9412,0.13,1,F,0,15,8.83,1
1,8702,9410,0.13,1,G,0,25,22.41,0
1,8508,9411,0.29,3,D,X,9,5.15,0
5,8801,9501,0.24,2,F,X,15,11.29,0
1,8512,9505,0.19,2,G,X,177,74.91,0
4,8802,9405,0.1,1,G,0,40,19.5,0
0,9406,9406,0.06,1,F,0,20,20,0
6,8802,9412,0.16,1,G,0,25,11.27,0
7,8902,9404,0.12,1,F,X,15,10,0
5,9401,9503,0.16,3,E,X,13,8.5,0
4,8709,9502,0.25,1,F,X,20,6.86,0
0,9211,9408,0.15,1,F,0,15,10,0
7,8709,9501,0.22,3,F,X,14,10.5,1
5,9301,9410,0.33,4,D,X,4,4.18,0
4,8710,9405,0.13,1,F,0,15,10.62,0
1,9110,9404,0.07,1,F,0,16,12,0
0,8903,9412,0.07,1,G,0,27,17,0
0,9501,9501,0.07,1,F,0,20,20,0
5,9407,9407,0.06,1,G,0,25,25,0
0,8912,9408,0.11,1,F,0,20,12,0
2,9310,9410,0.29,4,F,X,15,10,0
4,9501,9501,0.06,1,G,0,25,25,0
4,9407,9407,0.05,1,F,0,20,20,1
5,9210,9404,0.14,1,F,X,15,9.4,1
5,8910,9410,0.16,1,E,X,14,12.41,0
2,8601,9410,0.38,1,E,X,10,11.5,0
2,9407,9503,0.16,3,E,0,10,6,0
4,9002,9412,0.16,2,E,0,13,9.3,0
4,8509,9412,0.21,1,F,X,15,7.46,0
3,9402,9410,0.14,2,F,0,15,8.66,0
2,8602,9411,0.24,2,F,X,15,9.73,0
2,8809,9501,0.21,3,E,X,11,7.76,1
1,9402,9412,0.2,4,E,X,6,7.2,0
5,9501,9501,0.07,1,F,0,20,20,0
5,8802,9410,0.28,2,E,X,12,9.38,0
2,9301,9503,0.18,4,E,X,10,6,0
5,8610,9412,0.22,4,F,X,18,12,0
0,9109,9503,0.11,2,G,0,25,16,0
4,8809,9412,0.13,3,F,0,20,15,0
0,9103,9412,0.16,1,F,0,15,7.87,0
2,9409,9501,0.11,2,G,0,25,25,0
0,9402,9501,0.08,1,G,0,36,20.5,0
5,8904,9502,0.18,3,F,0,15,11.45,0
5,8601,9412,0.23,2,G,X,50,13.38,0
5,8512,9411,0.22,2,E,X,10,6.33,0
1,8601,9412,0.22,1,G,X,25,11.38,0
5,9109,9412,0.27,4,E,X,3,4.38,0
5,9002,9412,0.3,3,G,X,50,9.55,0
5,8604,9410,0.2,3,F,X,20,16.3,0
0,9410,9502,0.21,4,E,0,6,8.5,0
2,9010,9503,0.21,3,E,0,12,9.33,0
0,9003,9502,0.06,1,G,0,35,28.33,0
3,8510,9502,0.34,2,F,X,15,10.21,0
5,8603,9409,0.33,1,E,X,10,13.51,0
3,9210,9411,0.14,1,F,X,15,9,0
5,8510,9502,0.18,2,G,X,30,14.86,0
4,9502,9502,0.06,1,F,0,15,15,0
4,8607,9501,0.26,1,F,X,20,6.21,0
5,8701,9408,0.2,1,E,X,14,7.3,0
1,8509,9410,0.21,1,E,X,12,6.57,0
6,9310,9404,0.08,1,G,0,25,22.5,0
5,8901,9412,0.16,2,F,0,10,12.6,0
4,8512,9411,0.42,3,E,X,10,5.75,1
7,9210,9412,0.3,4,E,X,10,8.07,0
1,9401,9411,0.09,1,F,0,17,16,0
0,9308,9412,0.14,3,F,0,10,13.75,0
5,9211,9412,0.13,1,G,0,30,17.4,0
1,9110,9406,0.11,2,F,0,11,9.8,0
4,8909,9503,0.14,1,F,0,20,18.88,0
2,9010,9601,0.23,1,E,X,16,7.36,0
1,8804,9411,0.14,3,F,0,20,11.33,0
2,8810,9412,0.14,1,F,X,15,32.5,0
0,9109,9503,0.17,3,E,X,11,7.87,0
2,8709,9404,0.14,1,G,X,25,18.4,0
1,8804,9510,0.15,1,F,X,10,11.71,0
4,9302,9501,0.27,4,E,X,11,8.66,0
4,8602,9503,0.22,2,E,X,10,7.46,1
3,9502,9502,0.07,1,F,0,15,15,0
6,8810,9406,0.18,1,F,X,21,16.5,0
2,9111,9409,0.11,1,F,0,15,12.2,0
0,8912,9412,0.12,2,F,0,15,15.85,0
0,9409,9409,0.07,1,F,0,15,15,0
0,9109,9404,0.15,1,F,X,15,10.14,0
4,8512,9601,0.22,1,G,X,10,9.79,0
0,8509,9412,0.68,4,G,X,25,16.27,0
4,8508,9404,0.46,1,E,X,13,9.5,0
5,8902,9408,0.11,1,F,0,21,10.33,0
0,9210,9405,0.09,1,F,0,20,15,0
0,9102,9503,0.23,4,E,0,7,6.83,0
1,9012,9502,0.15,3,F,X,10,12,0
6,8909,9501,0.35,4,F,X,15,12.52,0
0,9309,9404,0.08,1,F,0,15,12.5,0
5,9211,9412,0.5,4,D,X,6,4.59,1
5,9301,9501,0.15,3,E,0,10,8.4,0
0,9407,9407,0.07,1,F,0,20,20,0
2,8607,9404,0.17,1,E,X,13,9.83,0
7,9501,9501,0.07,1,F,0,15,15,0
2,8511,9503,0.22,3,F,X,15,11.25,0
0,8509,9411,0.27,2,E,X,12,6.71,0
2,9402,9411,0.18,3,E,0,6,6.25,0
7,9209,9412,0.16,1,F,0,20,14.08,0
2,9502,9502,0.07,1,F,0,20,20,0
7,8910,9501,0.17,2,E,X,10,8.6,0
4,8809,9409,0.11,2,F,X,20,12.42,0
0,9406,9406,0.05,1,F,0,15,15,1
4,9209,9412,0.28,4,D,X,6,5.72,0
5,8508,9409,0.22,2,E,X,13,8.35,1
0,9001,9412,0.13,1,F,0,15,7.14,0
0,8909,9411,0.23,2,F,X,10,12.57,0
6,9010,9501,0.13,2,F,0,16,11,0
2,8601,9406,0.21,1,E,X,12,9.21,1
2,9303,9404,0.1,1,F,0,20,18.66,0
0,9311,9411,0.12,2,F,0,12,12.66,0
2,8611,9411,0.25,1,F,X,17,11.73,0
0,8705,9409,0.14,1,F,X,18,12.1,0
2,8601,9502,0.34,4,D,X,7,4.47,0
5,9202,9406,0.1,1,F,0,15,9,0
4,9311,9409,0.07,1,G,0,25,25,0
2,8512,9503,0.19,1,F,X,15,11.46,0
2,9209,9409,0.09,2,F,0,20,15,0
4,8703,9410,0.14,1,F,X,17,12.8,0
3,8512,9412,0.23,1,F,X,20,9,0
0,8802,9501,0.18,3,E,X,12,7.63,0
7,9408,9408,0.07,1,F,0,15,15,0
4,9406,9412,0.14,3,E,0,10,8.33,0
2,9501,9502,0.13,2,G,0,25,25,0
1,8509,9601,0.43,4,D,X,4,4.87,0
0,9310,9502,0.23,4,E,X,12,9.57,0
2,8704,9412,0.11,1,F,0,18,9.83,0
4,9003,9405,0.08,1,F,0,20,16.25,0
1,8601,9404,0.11,1,F,X,20,9,0
2,8604,9406,0.25,1,E,X,10,8.9,0
0,9402,9411,0.21,4,G,X,25,20,0
7,9407,9502,0.1,2,F,0,16,13,0
0,9402,9411,0.13,3,G,0,25,23.75,0
5,8510,9409,0.51,4,D,X,5,8.12,1
2,9312,9412,0.1,1,F,0,15,10,0
5,9401,9503,0.18,3,E,X,12,8,0
5,9502,9502,0.07,1,F,0,20,20,0
2,8512,9503,0.31,3,D,X,6,5.22,0
5,9409,9502,0.14,1,F,0,20,10.25,0
7,9101,9410,0.17,1,E,X,14,10.85,0
0,9309,9412,0.13,1,F,X,15,12,0
0,9501,9501,0.07,1,F,0,15,15,1
3,9502,9502,0.07,1,F,0,15,15,0
1,9209,9503,0.13,1,F,0,15,9.4,0
0,8603,9412,0.3,4,F,X,10,10.32,0
1,9402,9502,0.12,2,F,X,20,16.66,0
2,9309,9406,0.15,2,F,X,5,10,0
0,9101,9411,0.08,1,G,0,25,16.75,0
4,9301,9412,0.1,1,F,0,15,11.66,0
6,8710,9412,0.23,1,G,X,35,15.17,0
2,9302,9406,0.07,1,F,0,20,11.5,0
5,8903,9411,0.18,2,F,X,15,9.09,0
6,8710,9501,0.26,1,E,X,10,6.22,0
5,9402,9502,0.12,2,F,0,15,11.66,0
5,8703,9404,0.15,1,F,X,15,9.9,1
0,8802,9502,0.34,3,F,X,10,9,0
6,8709,9602,0.24,2,E,X,21,12.55,0
7,8802,9404,0.08,1,F,0,21,13,0
3,9309,9512,0.2,1,F,0,13,11.29,0
0,9311,9412,0.15,3,E,0,12,8.5,0
5,9401,9412,0.2,3,E,X,6,6.2,0
5,9409,9409,0.07,1,F,0,20,20,0
5,9310,9502,0.18,3,F,0,10,10,0
3,9301,9409,0.17,3,E,X,12,9.5,0
4,9109,9412,0.18,2,G,0,35,11.11,0
5,8602,9502,0.16,3,F,0,10,9.16,0
0,8709,9412,0.12,2,G,0,10,13.85,1
1,8701,9512,0.22,1,F,X,10,8.88,0
5,8910,9412,0.22,4,G,0,25,15.76,0
2,9302,9412,0.12,2,F,0,15,9,0
0,8606,9503,0.22,1,F,X,15,8.62,1
4,9210,9411,0.14,1,F,X,15,10.4,0
4,9410,9410,0.06,1,F,0,20,20,0
0,9406,9409,0.13,2,F,0,20,20,0
0,9302,9503,0.15,3,F,0,22,16.33,0
5,9003,9411,0.21,3,G,X,25,15.75,0
4,9410,9411,0.15,3,G,0,25,13.33,0
0,9312,9404,0.09,1,F,0,20,12.5,0
4,9502,9502,0.07,1,F,0,15,15,0
4,9307,9503,0.18,4,F,0,13,12.33,0
4,8807,9503,0.12,1,F,0,17,12.71,0
2,8701,9412,0.32,3,F,X,15,10.12,0
2,9001,9409,0.2,3,G,X,15,13.76,0
4,8801,9405,0.19,2,E,X,10,11,0
0,9210,9501,0.14,3,E,X,12,9.4,0
4,8901,9501,0.2,2,G,X,25,8,0
2,8910,9412,0.18,1,F,0,15,11.72,0
1,8712,9412,0.37,4,D,X,3,2.92,0
2,8308,9411,0.32,2,E,X,10,10.62,0
0,8603,9502,0.23,3,D,X,9,5,0
1,8910,9412,0.16,1,F,X,15,9.9,0
4,9401,9502,0.08,1,F,0,20,12.5,0
4,9402,9412,0.12,2,F,0,10,11.66,0
2,8709,9501,0.32,4,F,X,10,8.8,0
7,9004,9412,0.2,1,F,X,15,8,0
4,8909,9501,0.15,2,F,X,17,10.88,0
6,9101,9412,0.09,1,F,0,15,14.2,0
5,9301,9501,0.15,2,F,0,20,8.8,0
2,8701,9412,0.22,3,F,X,10,12.31,0
0,9209,9412,0.3,4,D,X,6,6.08,0
4,8509,9410,0.24,2,F,X,15,11.1,0
